accuracy,brier,dataset,delta_star,detector_triggered,ece,intensity,macro_f1,method,nll,runtime_seconds,seed,shift
0.649,0.5452245747802726,citeseer,,,0.11537981855869293,0.15,0.6226201213395224,eata,1.2447493076324463,0.666231200004404,2,edge_drop
0.646,0.5379087774257207,citeseer,,,0.10274290086328983,0.15,0.6179133286703186,matcha,1.147253394126892,1.4304097000058391,2,edge_drop
0.643,0.6837785560215368,citeseer,,,0.33226177549362185,0.15,0.6162245271617354,gtrans,2.1035990715026855,3.7934286999952747,2,edge_drop
0.647,0.5372018343151234,citeseer,0.041080680084228514,False,0.10816271631419655,0.15,0.6187862645405304,full_method,1.1462194919586182,19.80754760000127,2,edge_drop
0.754,0.3659564776185439,pubmed,,,0.057880696415901184,0.0,0.7501357655224524,source_only,0.6442031860351562,0.0,0,clean
0.751,0.39461044244813775,pubmed,,,0.15394605112075804,0.0,0.7460425083317933,tent,0.9327593445777893,1.09590549999848,0,clean
0.751,0.38959140461847336,pubmed,,,0.1280426135957241,0.0,0.7458276037960386,eata,0.8451265096664429,3.6292176999995718,0,clean
0.753,0.3662515116593762,pubmed,,,0.052718336582183806,0.0,0.7494914801539778,matcha,0.6483069062232971,5.858498800000234,0,clean
0.757,0.35829494020354513,pubmed,,,0.04379346761107446,0.0,0.7526908184292415,gtrans,0.6407392621040344,8.912120000000868,0,clean
0.755,0.3656285662110221,pubmed,0.03422475516001383,False,0.06069525241851806,0.0,0.7515224586619715,full_method,0.6474201679229736,25.69287279999844,0,clean
0.748,0.37536361041034644,pubmed,,,0.04893054884672165,0.15,0.7442073393880758,source_only,0.6677902936935425,0.0,0,edge_drop
0.746,0.4110894249874091,pubmed,,,0.15955246791243555,0.15,0.7417286484441838,tent,0.9922873973846436,1.4568797000029008,0,edge_drop
0.744,0.4067579699373575,pubmed,,,0.13772064843773843,0.15,0.7399871526612719,eata,0.898810863494873,1.135131299997738,0,edge_drop
0.745,0.3766879713985107,pubmed,,,0.048671050846576684,0.15,0.7408550508158681,matcha,0.6757385730743408,6.026917499999399,0,edge_drop
0.753,0.37227410200906674,pubmed,,,0.06093846812844275,0.15,0.750719430730226,gtrans,0.6731529831886292,6.928642999999283,0,edge_drop
0.745,0.3762464319927716,pubmed,0.03422475516001383,False,0.050370510518550876,0.15,0.7408550508158681,full_method,0.6752890348434448,24.9002318999992,0,edge_drop
0.753,0.3521483710418764,pubmed,,,0.03964212423563004,0.0,0.7487977952494557,source_only,0.6286252737045288,0.0,1,clean
0.751,0.40288638612543903,pubmed,,,0.16416018903255464,0.0,0.7466816465062488,tent,0.9972639083862305,2.295576999997138,1,clean
0.758,0.3942634563419344,pubmed,,,0.14158532965183257,0.0,0.7523555514054326,eata,0.8955096006393433,2.546172900001693,1,clean
0.755,0.3500851905219951,pubmed,,,0.051705223411321645,0.0,0.7511217450827354,matcha,0.6289243102073669,5.733506199998374,1,clean
0.76,0.34879388541271406,pubmed,,,0.033322427839040755,0.0,0.7543116002681263,gtrans,0.6296712756156921,9.215685199997097,1,clean
