accuracy,backbone,brier,detector_trigger_step,detector_triggered,ece,intensity,macro_f1,method,nll,runtime_seconds,seed,shift
0.9333333333333333,graphsage,0.11734955905996025,,False,0.05303498181429772,0.45,0.9336383911212129,full_method,0.2584846317768097,1.3683205999986967,1,feature_noise
0.9333333333333333,graphsage,0.11344917788382927,,,0.03500986803661692,0.35,0.9334716781578084,source_only,0.2355305701494217,5.399997462518513e-06,1,edge_drop
0.9333333333333333,graphsage,0.10985925371098436,,,0.047890455795056845,0.35,0.9334716781578084,entropy_all_nodes,0.23117537796497345,0.3085401999996975,1,edge_drop
0.9333333333333333,graphsage,0.11272221414589434,,False,0.0388955594915332,0.35,0.9334716781578084,full_method,0.2354256808757782,1.512865899989265,1,edge_drop
0.9090909090909091,graphsage,0.14374707576369578,,,0.06614418806451737,0.35,0.90909626158489,source_only,0.25342148542404175,6.999995093792677e-06,1,edge_add
0.9090909090909091,graphsage,0.14130701923954153,,,0.0696949091824618,0.35,0.90909626158489,entropy_all_nodes,0.2497759312391281,0.3119927999941865,1,edge_add
0.9090909090909091,graphsage,0.1418015316165318,,False,0.06418699495720137,0.35,0.90909626158489,full_method,0.25054338574409485,1.6654062000015983,1,edge_add
0.8666666666666667,graphsage,0.21657244185448415,,,0.08591586279146599,0.25,0.867483667515303,source_only,0.4454251229763031,6.000002031214535e-06,1,homophily_shift
0.8666666666666667,graphsage,0.21580730710080542,,,0.08343068018104088,0.25,0.867483667515303,entropy_all_nodes,0.44446614384651184,0.31514229999447707,1,homophily_shift
0.8666666666666667,graphsage,0.21517834242223227,,False,0.08067133282170152,0.25,0.867483667515303,full_method,0.443970650434494,1.634500799991656,1,homophily_shift
0.6909090909090909,graphsage,0.4610269144095732,,,0.18086242133920843,0.5,0.6903931101178807,source_only,0.9458163976669312,1.1199997970834374e-05,1,homophily_shift
0.6848484848484848,graphsage,0.46760890333900895,,,0.19483146631356443,0.5,0.6843300011135952,entropy_all_nodes,0.9642072916030884,0.29805719999421854,1,homophily_shift
0.6909090909090909,graphsage,0.4724593757946655,,False,0.19500318151531798,0.5,0.6906907635761278,full_method,0.9765192270278931,1.5129742999997688,1,homophily_shift
0.9696969696969697,graphsage,0.05143543716746346,,,0.02620289831450487,0.0,0.9698031364698032,source_only,0.08946146816015244,9.800001862458885e-06,2,clean
0.9696969696969697,graphsage,0.05062057026651791,,,0.01628882921103279,0.0,0.9698031364698032,entropy_all_nodes,0.08550918847322464,0.34400659998937044,2,clean
0.9696969696969697,graphsage,0.050694113051607786,,False,0.02172811898318208,0.0,0.9698031364698032,full_method,0.08771548420190811,1.1906608999997843,2,clean
0.9575757575757575,graphsage,0.07101149589390038,,,0.030398563182715173,0.45,0.9577647823261858,source_only,0.13928142189979553,6.300004315562546e-06,2,feature_noise
0.9575757575757575,graphsage,0.069063673736207,,,0.043853382269541455,0.45,0.9577647823261858,entropy_all_nodes,0.13788622617721558,0.17366719999699853,2,feature_noise
0.9575757575757575,graphsage,0.07015695156955004,,False,0.030209043170466528,0.45,0.9577647823261858,full_method,0.13790370523929596,0.9356580000021495,2,feature_noise
0.9575757575757575,graphsage,0.07205600388107107,,,0.04359467426935827,0.35,0.9573414040816818,source_only,0.1838163286447525,5.699999746866524e-06,2,edge_drop
0.9636363636363636,graphsage,0.07159720200363517,,,0.03593382474147914,0.35,0.9635142435878544,entropy_all_nodes,0.18087346851825714,0.12004210001032334,2,edge_drop
0.9636363636363636,graphsage,0.07129650865751724,,False,0.043213862722570266,0.35,0.9635142435878544,full_method,0.18137268722057343,0.9480600999959279,2,edge_drop
0.9515151515151515,graphsage,0.08481823119640026,,,0.03622560717842799,0.35,0.951520578732968,source_only,0.14624057710170746,6.300004315562546e-06,2,edge_add
0.9575757575757575,graphsage,0.07922201322477695,,,0.040441855156060434,0.35,0.9576594788858941,entropy_all_nodes,0.13757796585559845,0.16772430000128224,2,edge_add
0.9575757575757575,graphsage,0.0819726182122618,,False,0.04201605970209298,0.35,0.9576594788858941,full_method,0.14177770912647247,1.0225749999954132,2,edge_add
0.8666666666666667,graphsage,0.21031434304103794,,,0.07142000216426272,0.25,0.8659365285910504,source_only,0.4462008476257324,9.60000033956021e-06,2,homophily_shift
0.8666666666666667,graphsage,0.2102959571218605,,,0.07240305308139686,0.25,0.8659365285910504,entropy_all_nodes,0.44570988416671753,0.15002370000001974,2,homophily_shift
0.8666666666666667,graphsage,0.2098978153807086,,False,0.07170547210808957,0.25,0.8659365285910504,full_method,0.4462498426437378,1.2904641999921296,2,homophily_shift
0.6909090909090909,graphsage,0.5026574674704668,,,0.19470365119702887,0.5,0.689967133452298,source_only,1.1156543493270874,6.700007361359894e-06,2,homophily_shift
0.696969696969697,graphsage,0.5058585724992168,,,0.19259268135735483,0.5,0.6958570622805262,entropy_all_nodes,1.1305046081542969,0.27279879999696277,2,homophily_shift
0.6848484848484848,graphsage,0.5108553547127421,,False,0.19123883048693338,0.5,0.6831581873783708,full_method,1.1416172981262207,1.5229292000003625,2,homophily_shift
0.9454545454545454,appnp,0.08648706975952844,,,0.03774019263007425,0.0,0.9453209885452877,source_only,0.1634928584098816,6.699992809444666e-06,0,clean
0.9393939393939394,appnp,0.083981149637496,,,0.04277949477687026,0.0,0.9393819143819145,entropy_all_nodes,0.15170058608055115,0.3476129999908153,0,clean
0.9393939393939394,appnp,0.0846484229231302,,False,0.03286990577524358,0.0,0.9393819143819145,full_method,0.15254327654838562,1.3294440000026952,0,clean
