accuracy,brier,cov_r_e,ece,intensity,mean_reliability,method,regime,runtime_seconds,seed,selected_fraction,shift
0.9575757575757575,0.05688323294007688,-0.013023493793789892,0.025106821999405372,0.45,0.4292259707096481,no_source_consistency,in_envelope,0.6269412999972701,0,0.39999999999999986,feature_noise
0.9575757575757575,0.05702620691837026,-0.013010985638384556,0.02511726979053382,0.45,0.4313570401120613,no_degree_prior,in_envelope,0.5876059999864083,0,0.39999999999999986,feature_noise
0.9575757575757575,0.050895379032943694,-0.013772770391826273,0.01542972777829027,0.15,0.42958166040568874,full_method,in_envelope,0.5786146000027657,0,0.39999999999999986,edge_drop
0.9636363636363636,0.05079122597250654,-0.012285951057523814,0.018452703591549047,0.15,0.43351821868385204,no_confidence,in_envelope,0.5926960000069812,0,0.39999999999999986,edge_drop
0.9575757575757575,0.05080499314062573,-0.013647813282750491,0.01543632637370718,0.15,0.4310337959309724,no_neighborhood_agreement,in_envelope,0.4328938999969978,0,0.39999999999999986,edge_drop
0.9575757575757575,0.05089909033337689,-0.013742672691136467,0.015428923476826074,0.15,0.4297957497499538,no_structural_stability,in_envelope,0.34048620000248775,0,0.39999999999999986,edge_drop
0.9575757575757575,0.050895385767855766,-0.01377277039182627,0.015429729403871491,0.15,0.4295817893443531,no_source_consistency,in_envelope,0.6073332999949344,0,0.39999999999999986,edge_drop
0.9575757575757575,0.05093822533048999,-0.013622095909618312,0.015412760864604618,0.15,0.43030573344438494,no_degree_prior,in_envelope,0.5962916999997105,0,0.39999999999999986,edge_drop
0.9333333333333333,0.10330293720756795,-0.018821357528162164,0.04784220601573138,0.35,0.4241496760766765,full_method,in_envelope,0.5902363999921363,0,0.39999999999999986,edge_drop
0.9333333333333333,0.10375587870730596,-0.017436499232769107,0.045991346149733624,0.35,0.44049619944283236,no_confidence,in_envelope,0.5828276999818627,0,0.39999999999999986,edge_drop
0.9333333333333333,0.10325520814233562,-0.0172440877266609,0.04780455701278913,0.35,0.4300623624239012,no_neighborhood_agreement,in_envelope,0.37592880000011064,0,0.39999999999999986,edge_drop
0.9333333333333333,0.1033086657160381,-0.018998450148328315,0.04784616466724514,0.35,0.42450766648303123,no_structural_stability,in_envelope,0.32835950001026504,0,0.39999999999999986,edge_drop
0.9333333333333333,0.10330296720068767,-0.01882135752816216,0.04784222913510874,0.35,0.4241499472694442,no_source_consistency,in_envelope,0.547201400011545,0,0.39999999999999986,edge_drop
