delta_t,drift_high,drift_low,drift_mid,intensity,phi_t,seed,shift,step
0.0015411475015263039,0.0014204990403806628,0.0015377749508708183,0.0016651685133274308,0.35,0.0033333333333333335,1,edge_add,4
0.0019266065339645921,0.0017739228427429143,0.0019231908617015625,0.0020827058974492996,0.35,0.0033333333333333335,1,edge_add,5
0.0023123098395189854,0.0021268969115403324,0.002309080975702593,0.00250095163131403,0.35,0.0033333333333333335,1,edge_add,6
0.0026982049295567467,0.0024793091568071635,0.002695413557031845,0.002919892074831232,0.35,0.0033333333333333335,1,edge_add,7
0.0030842533525280067,0.002831172752511657,0.0030821364435329457,0.003339450861539417,0.35,0.0033333333333333335,1,edge_add,8
0.0034702320664993604,0.003182133810400334,0.0034690751132598896,0.0037594872758378584,0.35,0.0033333333333333335,1,edge_add,9
0.0038573213636891035,0.0035356620437394515,0.0038562972560984843,0.004180004791229375,0.35,0.006666666666666667,1,edge_add,10
0.004245279930105002,0.0038894323971883082,0.004244295160460099,0.0046021122326666,0.35,0.006666666666666667,1,edge_add,11
0.004633748219580551,0.004242896636807658,0.004633056873157959,0.005025291148776034,0.35,0.006666666666666667,1,edge_add,12
0.005022009788809438,0.00459549524691627,0.005021836991750517,0.005448697127761526,0.35,0.006666666666666667,1,edge_add,13
0.005410356386447601,0.004947403755318325,0.00541096033177435,0.005872705072250128,0.35,0.006666666666666667,1,edge_add,14
0.005798800825767447,0.005298733168947578,0.005800409425859909,0.0062972598824948545,0.35,0.006666666666666667,1,edge_add,15
0.006187118536060465,0.005649236887196318,0.00618997299473345,0.006722145726251627,0.35,0.006666666666666667,1,edge_add,16
0.006575651125144281,0.005998928652164559,0.006580803032147031,0.007147221691121253,0.35,0.01,1,edge_add,17
0.006965885175617137,0.0063478126860432305,0.006975601399642373,0.007574241441165808,0.35,0.01,1,edge_add,18
0.007355997275733994,0.006695785388833753,0.007370591300164708,0.008001615138203522,0.35,0.01,1,edge_add,19
0.007746053797514881,0.00704285081245315,0.007765863509908599,0.008429447070182894,0.35,0.01,1,edge_add,20
0.008136042591996814,0.007389142142901428,0.008161351391712701,0.008857634241376311,0.35,0.01,1,edge_add,21
0.008525834021613036,0.007734396331221971,0.008556980539503822,0.009286125194113315,0.35,0.01,1,edge_add,22
0.008915523837113729,0.0080787581675702,0.008952831981686282,0.009714981362084707,0.35,0.01,1,edge_add,23
0.00930536812570082,0.008422288296652813,0.009349223111302374,0.01014459296914727,0.35,0.01,1,edge_add,24
0.009695094188397313,0.008764914317991646,0.009745818267146045,0.010574549980054249,0.35,0.01,1,edge_add,25
0.010084626361549054,0.009106516203483461,0.010142562944749134,0.011004799936414567,0.35,0.01,1,edge_add,26
0.010474451594171189,0.009447345969561205,0.010540015693779714,0.01143599311917265,0.35,0.01,1,edge_add,27
0.01086432788093857,0.009787309446121828,0.010937889071072071,0.01186778512562181,0.35,0.01,1,edge_add,28
0.011254277874853594,0.010126391390529732,0.011336224014809604,0.012300218219221448,0.35,0.01,1,edge_add,29
0.011644369125146362,0.010464523127853065,0.011735137961107811,0.012733446286478212,0.35,0.01,1,edge_add,30
0.012034248589511187,0.010801542389556329,0.012134216369309225,0.013166987009668008,0.35,0.01,1,edge_add,31
0.012424117585363806,0.011137485580738682,0.012533721556820088,0.01360114561853265,0.35,0.01,1,edge_add,32
0.01281376775534023,0.011472343634088666,0.012933379230560704,0.014035580401371317,0.35,0.01,1,edge_add,33
0.013203152050784558,0.011805973034139439,0.01333317915180754,0.014470303966406695,0.35,0.01,1,edge_add,34
0.013592296421225355,0.012138423048062008,0.01373314063309361,0.014905325582520446,0.35,0.01,1,edge_add,35
0.013981313312397159,0.0124695536956696,0.01413328317753737,0.015341103063984507,0.35,0.013333333333333334,1,edge_add,36
0.01437083560823619,0.012798805120155299,0.014533860409906785,0.01577984129464649,0.35,0.013333333333333334,1,edge_add,37
0.014760115912275293,0.013126833953785666,0.01493460583914219,0.01621890794389802,0.35,0.013333333333333334,1,edge_add,38
0.0151492619342762,0.013453541471700747,0.015335697156402373,0.01665854717472548,0.35,0.013333333333333334,1,edge_add,39
0.015538388537873557,0.013779107875983021,0.01573722606259198,0.017098831675045667,0.35,0.013333333333333334,1,edge_add,40
0.01593103493024402,0.014103284741071254,0.016138728576604033,0.01755109147305678,0.35,0.016666666666666666,1,edge_add,41
0.01632424328791667,0.014425069054263662,0.016542024856972315,0.018005635952514032,0.35,0.02,1,edge_add,42
0.016719579224658204,0.014744898277085805,0.016952747175188798,0.018461092221700004,0.35,0.02,1,edge_add,43
0.01711454505277858,0.015063111123445716,0.017363620372779942,0.018916903662110074,0.35,0.02,1,edge_add,44
0.017509448924497312,0.015379919310512857,0.017774957064396246,0.019373470398582837,0.35,0.02,1,edge_add,45
0.01790371469738135,0.015694977599367,0.01818612556026511,0.01983004093251195,0.35,0.02,1,edge_add,46
0.018297583865649763,0.0160083837766144,0.018597422278575193,0.020286945541759693,0.35,0.02,1,edge_add,47
0.01869106558526405,0.0163201415530555,0.019008855281211656,0.020744199921524986,0.35,0.02,1,edge_add,48
0.019084127139162705,0.01663009269931337,0.01942043612901012,0.021201852589164627,0.35,0.02,1,edge_add,49
0.01947667111348113,0.016938198964050688,0.01983205680218092,0.02165975757421179,0.35,0.02,1,edge_add,50
0.01986873442577819,0.01724460224514679,0.020243730441830254,0.022117870590357525,0.35,0.02,1,edge_add,51
0.02026039033651143,0.017549131847710675,0.020655594623866125,0.022576444537957485,0.35,0.02,1,edge_add,52
0.020651327970999,0.01785191783984119,0.021067232555385118,0.023034833517770692,0.35,0.02,1,edge_add,53
0.021041888195311793,0.01815270707048744,0.021479140100153615,0.023493817415294327,0.35,0.02,1,edge_add,54
0.021431679908916628,0.018451436157671308,0.021890846211248483,0.02395275735783009,0.35,0.02,1,edge_add,55
0.02182052815837295,0.01874803639206135,0.022302151194815933,0.024411396888241566,0.35,0.02,1,edge_add,56
0.022208450414052432,0.019042495823811345,0.022713096490038387,0.02486975892830756,0.35,0.02,1,edge_add,57
0.02259545932449854,0.019334793931933936,0.02312370043441281,0.025327883607148882,0.35,0.02,1,edge_add,58
0.022981732335613514,0.019624990055364777,0.023534162199640996,0.02578604475183477,0.35,0.02,1,edge_add,59
0.0,0.0,0.0,0.0,0.5,0.0,1,homophily_shift,0
0.00012227514592647962,0.00013081407952231228,0.00012841365824639572,0.00010759770001073088,0.5,0.0,1,homophily_shift,1
0.0002448896775462672,0.0002622534074464,0.0002569502469828011,0.00021546537820960054,0.5,0.0,1,homophily_shift,2
0.0003683372983381468,0.00039489427243583064,0.00038618156781139445,0.00032393605476721543,0.5,0.0,1,homophily_shift,3
0.000492045931566191,0.0005279543999279768,0.0005158021160930892,0.0004323812786775072,0.5,0.0,1,homophily_shift,4
0.0006163094675628589,0.0006619939110434347,0.0006455935196151841,0.0005413409720299578,0.5,0.0,1,homophily_shift,5
0.0007409823078959507,0.0007966303390122831,0.0007758821868578125,0.0006504343978177562,0.5,0.0,1,homophily_shift,6
0.0008662742634736506,0.0009322676470052138,0.0009065652660198431,0.0007599898773958946,0.5,0.0,1,homophily_shift,7
0.0009922783813723728,0.00106941604351235,0.0010375047880865629,0.0008699143125182052,0.5,0.0033333333333333335,1,homophily_shift,8
0.0011236201696350017,0.0012204562625049986,0.0011672870994978157,0.0009831171469021904,0.5,0.0033333333333333335,1,homophily_shift,9
0.001255496309749508,0.0013724709967491422,0.0012973032181173294,0.0010967147143820521,0.5,0.0033333333333333335,1,homophily_shift,10
0.0013878115002532814,0.0015252196727036371,0.0014277644972812142,0.0012104503307749925,0.5,0.0033333333333333335,1,homophily_shift,11
0.0015209350957579397,0.001679435441646393,0.0015585585759445575,0.0013248112696828684,0.5,0.0033333333333333335,1,homophily_shift,12
0.0016582409044246793,0.001843026391286695,0.0016922513136528594,0.0014394450083344834,0.5,0.01,1,homophily_shift,13
0.0017985793457781136,0.0020101980678202125,0.0018306565881633374,0.0015548833813507912,0.5,0.01,1,homophily_shift,14
0.0019415976565934818,0.0021788057963017526,0.0019693905793140565,0.0016765965941646366,0.5,0.013333333333333334,1,homophily_shift,15
0.002088642428797823,0.002352877898018968,0.0021080345803817235,0.0018050148079927775,0.5,0.016666666666666666,1,homophily_shift,16
0.0022407645156658127,0.00253358907924478,0.002247757877568979,0.0019409465901836787,0.5,0.02,1,homophily_shift,17
0.0023962769547094163,0.0027167302732549747,0.002386574845594569,0.0020855257452787046,0.5,0.02,1,homophily_shift,18
0.0025524070728708548,0.002901068732299339,0.002525241822547819,0.0022309106637654064,0.5,0.02,1,homophily_shift,19
0.0027095454829874264,0.003086942157869532,0.002664529404479976,0.0023771648866127704,0.5,0.02,1,homophily_shift,20
0.002867676566563245,0.0032744875991437272,0.002804162156092971,0.002524379944453037,0.5,0.02,1,homophily_shift,21
0.003029215371252244,0.0034632766985811525,0.002944082704225748,0.0026802867109498307,0.5,0.023333333333333334,1,homophily_shift,22
0.003196953714113234,0.003662459397792528,0.003084204052488604,0.00284419769205857,0.5,0.02666666666666667,1,homophily_shift,23
0.003368668140674602,0.003870787163042455,0.0032246246570554193,0.003010592601925932,0.5,0.03333333333333333,1,homophily_shift,24
0.0035518636110225175,0.0040930708014725314,0.003372722195673583,0.0031897978359214374,0.5,0.03666666666666667,1,homophily_shift,25
0.0037384246052640977,0.004319657047580194,0.0035203037469903053,0.003375313021221793,0.5,0.03666666666666667,1,homophily_shift,26
0.003925719702739268,0.004547555993221486,0.0036678799099718606,0.0035617232050244585,0.5,0.03666666666666667,1,homophily_shift,27
0.004118355194834611,0.0047819544853397455,0.003815560295389764,0.0037575508037743233,0.5,0.043333333333333335,1,homophily_shift,28
0.004318819460788863,0.005028300123309792,0.0039671340293960244,0.00396102422966077,0.5,0.04666666666666667,1,homophily_shift,29
0.0045249801562403475,0.005279519172290914,0.004126311374252123,0.004169109922178005,0.5,0.04666666666666667,1,homophily_shift,30
0.004732495249454312,0.005532710789843132,0.0042861768274984335,0.004378598131021372,0.5,0.04666666666666667,1,homophily_shift,31
0.004941797323706846,0.00578866860004168,0.0044464938190413306,0.004590229552037528,0.5,0.04666666666666667,1,homophily_shift,32
0.005152373022735228,0.006046675967820381,0.004607058494953464,0.004803384605431837,0.5,0.04666666666666667,1,homophily_shift,33
0.005364372837214841,0.00630693783518943,0.004767871328228923,0.005018309348226169,0.5,0.04666666666666667,1,homophily_shift,34
