dataset,backbone,shift,intensity,method,count,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,nll_mean,nll_std,ece_mean,ece_std,brier_mean,brier_std,runtime_seconds_mean,runtime_seconds_std,adapted_steps_mean,adapted_steps_std,mean_reliability_mean,mean_reliability_std,selected_fraction_mean,selected_fraction_std,num_nodes_mean,num_nodes_std,num_edges_mean,num_edges_std
synthetic,gcn,feature_noise,0.2,source_only,5,0.9914285714285714,0.006317380553057919,0.991434364157063,0.0063075947517805524,0.03359706029295921,0.01982858561995715,0.01726627684774852,0.0022161854669041857,0.01525820696807446,0.010836899940895523,7.079998613335192e-06,1.2952217845347395e-06,0.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.2,entropy_all_nodes,5,0.9914285714285714,0.006317380553057919,0.991434364157063,0.0063075947517805524,0.0318798927590251,0.02069186444773305,0.014029389676593607,0.0031116751188420425,0.014476545953869666,0.011381686720003793,0.6612051199976122,0.33965556517643125,90.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.2,tent_entropy,5,0.9914285714285714,0.006317380553057919,0.991434364157063,0.0063075947517805524,0.03185002692043781,0.020709226459605795,0.014011266628901172,0.0031107983447671494,0.014464077605668299,0.011391976425201664,0.808213959998102,0.4804616465829204,90.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.2,eata_filter,5,0.9914285714285714,0.006317380553057919,0.991434364157063,0.0063075947517805524,0.03341117277741432,0.019903884808603774,0.017102726130258476,0.0022394671229565397,0.015196666136500957,0.010854369515712862,3.5421205400023608,1.6420491741932999,90.0,0.0,0.4919753086419753,0.02694826596010146,0.4919753086419753,0.02694826596010146,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.2,graph_tta_consistency,5,0.9914285714285714,0.006317380553057919,0.991434364157063,0.0063075947517805524,0.034000042080879214,0.02001338310144672,0.01592324711027599,0.0028401084171737223,0.015238091003324673,0.011228731529486792,3.6756935800018256,1.4154614733862914,90.0,0.0,0.4335614208143871,0.004306514426236358,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.2,matcha_reliable,5,0.9914285714285714,0.006317380553057919,0.991434364157063,0.0063075947517805524,0.03323984742164612,0.020129149590154435,0.016987533285504307,0.002326855297250583,0.015135631870569535,0.011009684634593217,3.1587729800026865,1.3756272946345212,90.0,0.0,0.5,0.0,0.5,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.2,reliable_entropy,5,0.9914285714285714,0.006317380553057919,0.991434364157063,0.0063075947517805524,0.03277885317802429,0.02023488343844989,0.015323310749871399,0.0027331603894433444,0.014934847124885884,0.011125495713737278,3.3235058399965056,1.4896044272878577,90.0,0.0,0.4338996260899929,0.004321406436947034,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.2,no_neighborhood_agreement,5,0.9914285714285714,0.006317380553057919,0.991434364157063,0.0063075947517805524,0.03263858910650015,0.020234436661679175,0.016208951019105466,0.0029633347460134548,0.014860690780963384,0.011123404623967237,2.555509740000707,1.2598885696677222,90.0,0.0,0.4443581525131467,0.0037890894800806543,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.2,no_structural_stability,5,0.9914285714285714,0.006317380553057919,0.991434364157063,0.0063075947517805524,0.0327792763710022,0.020232990223754698,0.01557852623008547,0.0031789063515514,0.014935002261408125,0.011124515641752217,1.5490931600012119,0.672396584508968,90.0,0.0,0.4337724992308396,0.00439248028976442,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
synthetic,gcn,feature_noise,0.2,no_calibration_loss,5,0.9914285714285714,0.006317380553057919,0.991434364157063,0.0063075947517805524,0.03277881573885679,0.020234896975423678,0.01532326729524704,0.0027331272882037717,0.014934836591998915,0.011125496280940004,3.1735619999992197,1.5753236389935996,90.0,0.0,0.4338996254871651,0.004321405217878201,0.3999999999999999,0.0,360.0,0.0,2164.6,23.63556642012203
